Number_of_cities;Dataset;Fitness;Solution;Drone;Truck;A
100;RC101_1.5.dat;1242,757;[[[[0, [89, 57]], [89, []], [57, [77, 75, 10]], [77, []], [75, []], [59, [59, 97]], [97, []], [10, []], [91, [91, 67]], [61, [61, 71, 87, 47, 85]], [81, [81, 86, 9, 84, 15, 17]], [71, []], [67, []], [85, []], [84, []], [86, []], [87, []], [9, []], [15, []], [47, []], [17, []], [12, [12, 82]], [14, [14]], [82, []], [90, [90]]], [[0, []], [16, [16]], [11, [11, 64]], [13, [13]], [53, [53, 19, 5, 4, 49, 2, 66, 35]], [94, [94, 43]], [56, [56, 83, 99]], [66, []], [19, [3, 46, 36, 79, 7]], [49, []], [64, []], [83, []], [99, []], [98, [70, 98, 100, 44, 38, 8]], [100, []], [70, []], [41, [41, 42]], [42, []], [44, []], [36, []], [35, []], [37, [37, 45, 40]], [38, []], [39, [39, 6]], [40, []], [43, []], [3, [88, 60]], [5, []], [45, []], [4, []], [2, []], [7, []], [6, []], [46, []], [8, []], [79, []], [60, []], [88, []]], [[0, []], [1, [1, 26]], [73, [73, 96]], [78, [78, 54]], [68, [68, 33, 29]], [55, [55, 63, 31]], [96, []], [72, [72, 93, 23]], [93, []], [54, []], [69, [74, 18, 24, 69, 58]], [65, [65, 76, 22, 21, 20, 52, 62, 28]], [52, []], [74, []], [58, []], [24, []], [20, []], [22, [48, 25, 50, 30, 80]], [21, []], [23, []], [25, []], [48, []], [18, []], [76, []], [51, [51, 27, 95, 34, 32, 92]], [63, []], [33, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [34, []], [50, []], [62, []], [95, []], [92, []], [80, []]]], [[[1, [1, 26]]], [[16, [16]]], [[11, [64]]], [[11, [11]]], [[13, [13]]], [[73, [73, 96]]], [[78, [78, 54]]], [[57, [77, 75, 10]]], [[53, [49, 2, 66]]], [[53, [53, 19, 35]]], [[53, [5, 4]]], [[68, [68, 33, 29]]], [[55, [55, 63, 31]]], [[94, [94, 43]]], [[59, [59, 97]]], [[56, [56, 83, 99]]], [[72, [72, 93, 23]]], [[19, [3, 46]]], [[19, [36, 79, 7]]], [[91, [91, 67]]], [[69, [74, 18]]], [[69, [24, 69, 58]]], [[65, [22, 28]]], [[65, [76, 20]]], [[65, [21, 52]]], [[65, [65, 62]]], [[98, [70, 98, 100, 38]]], [[98, [44, 8]]], [[61, [71, 47, 85]]], [[61, [61, 87]]], [[81, [86, 9, 15, 17]]], [[81, [81, 84]]], [[41, [41, 42]]], [[22, [48, 25, 30]]], [[22, [50, 80]]], [[37, [37, 45, 40]]], [[39, [39, 6]]], [[51, [27, 95, 32]]], [[51, [51, 34, 92]]], [[3, [88, 60]]], [[12, [12, 82]]], [[14, [14]]], [[90, [90]]]]];3;3;8
100;RC101_1.dat;1212;[[[[0, [50, 33, 62, 34, 26, 28, 72, 27, 31, 85, 29, 30, 32, 89, 76, 40, 39, 38, 41, 54, 43, 81, 95, 51, 42, 71, 44, 36, 37, 35, 92, 91, 80]], [81, []], [54, []], [42, []], [44, []], [43, []], [40, []], [36, []], [35, []], [37, []], [38, []], [39, []], [41, []], [72, []], [71, []], [62, []], [50, []], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [85, []], [63, [63]], [89, []], [76, []], [51, []], [95, []], [92, []], [91, []], [80, []]], [[0, [79, 55, 8, 3, 1, 75, 59, 97, 74, 5, 46, 4, 45, 10, 11, 52, 53, 15, 69, 65, 77, 47, 58, 16, 17, 56, 66]], [69, []], [99, [99]], [52, []], [74, []], [77, []], [58, []], [75, []], [97, []], [59, []], [10, []], [11, []], [15, []], [16, []], [17, []], [47, []], [73, [73, 88, 90]], [79, []], [8, []], [46, []], [4, []], [45, []], [5, []], [3, []], [1, []], [55, []], [88, []], [98, [98, 82]], [53, []], [82, []], [65, []], [90, []], [56, []], [66, []]], [[0, [60, 61, 24, 19, 70, 22, 18, 48, 12, 6, 7, 87, 2, 78, 86, 68, 13, 83, 64, 57, 67, 14, 93, 23, 25, 94, 21, 96, 100]], [68, []], [61, []], [70, []], [100, []], [2, []], [6, []], [7, []], [60, []], [78, []], [12, []], [14, []], [13, []], [9, [9, 84]], [87, []], [86, []], [57, []], [24, []], [22, []], [20, [20]], [49, [49]], [19, []], [18, []], [48, []], [21, []], [23, []], [25, []], [83, []], [64, []], [84, []], [67, []], [93, []], [94, []], [96, []]]], [[[99, [99]]], [[9, [9, 84]]], [[73, [88, 90]]], [[73, [73]]], [[20, [20]]], [[49, [49]]], [[63, [63]]], [[98, [98]]], [[98, [82]]]]];3;3;2
100;RC101_1.dat;1199;[[[[0, [33, 27, 29, 26, 28, 30, 50, 62, 95, 41, 71, 76, 51, 84, 85, 34, 31, 39, 37, 40, 56]], [81, [81, 38]], [41, []], [39, []], [40, []], [38, []], [37, []], [71, []], [62, []], [50, [32]], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [85, []], [63, [63, 89]], [89, []], [76, []], [51, []], [84, []], [95, []], [56, []], [92, [92]]], [[0, [4, 16, 6, 7, 60, 15, 78, 14, 11, 86, 52, 12, 53, 99, 45, 69, 97, 75, 98, 59, 74, 25, 1, 3, 5, 66]], [69, []], [98, []], [1, []], [3, []], [5, []], [45, []], [4, []], [6, []], [7, []], [60, []], [78, []], [12, []], [11, []], [15, []], [16, []], [17, [17]], [14, []], [53, []], [82, [82, 83]], [99, []], [52, []], [86, []], [74, []], [59, []], [97, []], [75, []], [25, []], [83, []], [66, []]], [[0, [68, 13, 23, 64, 96, 57]], [68, [49, 73, 43, 67]], [54, [54]], [96, []], [64, []], [91, [91]], [80, [80, 55, 22, 87]], [67, [10, 35]], [94, [94, 58, 18]], [93, [93]], [72, [72, 36, 70]], [35, []], [36, []], [44, [44]], [43, []], [42, [42, 77]], [61, [61, 8, 20, 90]], [70, []], [100, [100, 88, 47, 48]], [55, []], [88, []], [2, [2, 9, 21]], [46, [46]], [8, []], [79, [79]], [73, []], [47, []], [10, []], [13, []], [9, []], [87, []], [58, []], [77, []], [23, []], [21, []], [48, []], [18, []], [49, []], [19, [19]], [24, [24]], [22, []], [20, []], [57, []], [65, [65]], [90, []]]], [[[68, [43]]], [[68, [73, 67]]], [[68, [49]]], [[54, [54]]], [[91, [91]]], [[80, [80]]], [[80, [55, 22, 87]]], [[67, [10, 35]]], [[94, [94, 18]]], [[94, [58]]], [[93, [93]]], [[72, [72]]], [[72, [36, 70]]], [[44, [44]]], [[81, [81, 38]]], [[42, [42, 77]]], [[61, [20, 90]]], [[61, [61, 8]]], [[100, [100]]], [[100, [88, 47, 48]]], [[2, [2]]], [[2, [9, 21]]], [[46, [46]]], [[17, [17]]], [[79, [79]]], [[50, [32]]], [[82, [82, 83]]], [[63, [63, 89]]], [[19, [19]]], [[24, [24]]], [[92, [92]]], [[65, [65]]]]];3;3;4
100;RC101_1.dat;1064,265;[[[[0, [1]], [1, []], [2, [2, 5]], [5, []], [68, [58, 75, 68, 77, 76, 18, 21, 52, 55, 23, 89, 99, 94]], [61, [61, 70, 100]], [70, []], [100, []], [55, [48, 51, 97]], [82, [59, 82, 87, 25]], [99, []], [52, []], [87, []], [59, []], [97, []], [75, []], [58, []], [77, []], [25, []], [23, []], [21, []], [48, []], [18, []], [89, []], [76, []], [51, []], [94, []]], [[0, [45, 8, 7, 73, 78, 16, 53, 47, 79, 14, 65, 57, 4, 3, 66, 6, 46, 13]], [66, []], [65, []], [57, []], [86, [86, 74]], [74, []], [53, []], [6, []], [4, []], [45, []], [3, []], [46, []], [8, []], [7, []], [79, []], [78, []], [12, [12, 9, 69, 10]], [14, []], [13, []], [9, []], [10, []], [11, [11]], [15, [15, 17, 60, 88, 98]], [16, []], [17, []], [47, []], [73, []], [60, []], [88, []], [98, []], [69, []]], [[0, []], [64, [64, 26, 49, 35]], [96, [96, 80]], [54, [54, 43]], [93, [93, 91]], [67, [67, 19, 33]], [84, [84, 29, 20, 22, 62, 63]], [22, []], [20, []], [19, []], [49, []], [24, [24, 72]], [83, [83, 28]], [56, [56, 36]], [91, []], [80, [81, 50, 31, 38, 42]], [81, []], [42, []], [44, [44, 85]], [43, []], [40, [40, 37, 34, 90]], [36, []], [35, []], [37, []], [38, []], [39, [39, 41]], [41, []], [72, []], [71, [71, 32, 27, 95, 30, 92]], [62, []], [50, []], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [63, []], [85, []], [95, []], [92, []], [90, []]]], [[[64, [26, 49, 35]]], [[64, [64]]], [[96, [96, 80]]], [[54, [54, 43]]], [[2, [2, 5]]], [[93, [93, 91]]], [[67, [67, 19, 33]]], [[84, [20, 22, 62]]], [[84, [84, 29, 63]]], [[68, [68]]], [[68, [75, 18, 55, 99]]], [[24, [24, 72]]], [[68, [58, 76, 89]]], [[83, [83, 28]]], [[56, [56, 36]]], [[68, [21, 52, 23]]], [[68, [77, 94]]], [[80, [31]]], [[80, [81, 50, 38, 42]]], [[61, [61, 70, 100]]], [[44, [44, 85]]], [[86, [86, 74]]], [[55, [48, 51, 97]]], [[40, [40, 37, 34, 90]]], [[82, [59, 82, 87, 25]]], [[39, [39, 41]]], [[71, [71, 92]]], [[71, [27, 95]]], [[71, [32, 30]]], [[12, [12, 9, 69, 10]]], [[11, [11]]], [[15, [15, 17]]], [[15, [60, 88, 98]]]]];3;3;8
100;RC101_2.5.dat;2042;[[[[0, [27, 26, 28, 30, 71, 37, 36, 40, 31, 35, 61, 29, 92, 81, 95, 50, 41, 34, 33, 39, 42, 44, 91, 32]], [91, []], [92, []], [95, []], [29, []], [27, []], [26, []], [28, []], [33, []], [32, []], [30, []], [31, []], [34, []], [50, []], [71, []], [37, []], [35, []], [36, []], [40, []], [39, []], [42, []], [44, []], [41, []], [61, []], [81, []]], [[0, [18, 63, 96, 43, 1, 4, 79, 97, 75, 57, 83, 3, 10, 62, 89, 94, 99, 19, 11, 64, 49, 22, 66, 76, 56, 80, 68, 24]], [80, []], [94, []], [67, [67]], [84, [84]], [56, []], [64, []], [66, []], [83, []], [24, []], [22, []], [20, [20]], [49, []], [19, []], [18, []], [89, []], [76, []], [63, []], [85, [85]], [62, []], [93, [93, 45, 87]], [96, []], [54, [54]], [72, [72]], [38, [38]], [43, []], [1, []], [3, []], [5, [5]], [45, []], [4, []], [46, [46]], [79, []], [73, [73]], [78, [78]], [14, [14]], [11, []], [9, [9]], [10, []], [16, [16]], [15, [15]], [97, []], [75, []], [59, [59]], [87, []], [86, [86]], [57, []], [52, [52]], [99, []], [82, [82]], [53, [53]], [88, [88]], [68, []]], [[0, [100, 2, 6, 8, 7, 60, 12, 47, 17, 55, 74, 77, 25, 23, 21, 48, 13, 98, 51, 69, 58, 65, 90]], [69, []], [98, []], [55, []], [100, []], [70, [70]], [2, []], [6, []], [8, []], [7, []], [60, []], [12, []], [47, []], [17, []], [13, []], [74, []], [58, []], [77, []], [25, []], [23, []], [21, []], [48, []], [51, []], [65, []], [90, []]]], [[[67, [67]]], [[84, [84]]], [[20, [20]]], [[85, [85]]], [[93, [93]]], [[93, [45, 87]]], [[54, [54]]], [[70, [70]]], [[72, [72]]], [[38, [38]]], [[5, [5]]], [[46, [46]]], [[73, [73]]], [[78, [78]]], [[14, [14]]], [[9, [9]]], [[16, [16]]], [[15, [15]]], [[59, [59]]], [[86, [86]]], [[52, [52]]], [[82, [82]]], [[53, [53]]], [[88, [88]]]]];3;3;2
100;RC101_2.5.dat;1967;[[[[0, [27, 71, 40, 37, 29, 26, 28, 43, 72, 81, 38, 92, 42, 44, 35, 36, 39, 33, 30, 31]], [81, [34]], [41, [41, 32, 50]], [39, []], [42, []], [44, []], [43, []], [40, []], [35, []], [36, []], [37, []], [38, []], [72, []], [71, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [34, []], [50, []], [92, []]], [[0, [10, 49, 63, 57, 67, 2, 89, 91, 46, 11, 68, 1]], [68, []], [54, [54, 93]], [96, [96]], [93, []], [94, [94, 84, 62, 87]], [91, [79, 80]], [67, []], [62, []], [56, [56, 18]], [64, [64, 19, 5]], [66, [66, 78]], [99, [99, 53, 7, 45, 16]], [53, []], [78, []], [79, [74]], [2, [73, 76]], [45, []], [5, []], [4, [4]], [46, []], [1, []], [3, [3]], [8, [8]], [7, []], [73, []], [47, [47]], [14, [14, 15]], [17, [17]], [15, []], [16, []], [11, []], [87, []], [86, [86, 59, 9, 52, 20]], [74, []], [59, []], [9, []], [10, []], [82, [82, 85]], [52, []], [57, [48, 25]], [25, []], [48, []], [18, []], [20, []], [19, []], [49, []], [76, []], [89, []], [63, []], [85, []], [51, [51]], [84, []], [95, [95, 90]], [80, []], [90, []]], [[0, [75, 21, 12, 97, 58, 77, 23, 13, 69, 83, 6, 100, 65, 61, 22, 24, 98]], [69, []], [98, []], [65, []], [83, []], [24, []], [22, []], [21, []], [23, []], [77, []], [58, []], [75, []], [97, []], [13, []], [12, []], [60, [60]], [6, []], [88, [88, 70]], [55, [55]], [100, []], [70, []], [61, []]]], [[[54, [54, 93]]], [[96, [96]]], [[94, [94, 84]]], [[94, [62, 87]]], [[91, [79, 80]]], [[56, [56]]], [[56, [18]]], [[64, [64, 19, 5]]], [[66, [66, 78]]], [[99, [99, 45]]], [[99, [53, 16]]], [[99, [7]]], [[79, [74]]], [[2, [73, 76]]], [[4, [4]]], [[3, [3]]], [[8, [8]]], [[47, [47]]], [[14, [14, 15]]], [[17, [17]]], [[86, [86, 59]]], [[86, [9, 52, 20]]], [[81, [34]]], [[41, [41, 50]]], [[41, [32]]], [[82, [82, 85]]], [[57, [48]]], [[57, [25]]], [[51, [51]]], [[60, [60]]], [[88, [88, 70]]], [[55, [55]]], [[95, [95, 90]]]]];3;3;4
100;RC101_2.5.dat;1768,341;[[[[0, [23, 77]], [23, []], [77, []], [11, [11]], [24, [24, 59, 10]], [59, []], [10, [97, 58, 75, 46, 53]], [58, []], [75, []], [97, []], [74, [74, 18, 87]], [87, []], [8, [8, 20, 45, 19]], [45, []], [46, []], [6, [6, 21]], [53, []], [9, [9, 86, 48]], [86, []], [20, [25, 51]], [19, []], [18, []], [48, []], [25, []], [21, []], [51, []], [95, [95, 92, 90]], [92, []], [82, [82, 98]], [98, []], [90, []]], [[0, []], [64, [64, 68, 89]], [89, []], [68, []], [96, [96, 80]], [91, [91, 33, 67]], [80, [49, 29]], [94, [94]], [72, [72, 22, 93, 26]], [93, []], [84, [84, 63, 76]], [63, []], [76, []], [49, []], [22, []], [56, [56, 28, 36, 85, 50]], [36, []], [38, [38, 71]], [71, []], [85, []], [33, []], [62, [62, 31]], [67, [27, 30]], [31, []], [27, []], [26, []], [28, []], [30, []], [29, []], [50, [32, 34]], [32, []], [34, []], [81, [81]]], [[0, []], [16, [16, 13, 57, 1, 35, 5]], [13, []], [57, []], [73, [73, 78, 54]], [78, []], [4, [4, 3]], [3, []], [1, []], [43, [66, 43]], [35, []], [5, []], [69, [69, 99]], [54, []], [70, [70, 7, 79]], [2, [2, 55]], [7, [83, 14]], [79, []], [99, []], [66, []], [65, [65, 100, 47, 17]], [83, []], [52, [52, 15, 42]], [47, []], [17, []], [14, []], [15, []], [12, [12]], [60, [60, 39]], [88, [88, 37]], [55, []], [100, [40, 41]], [42, []], [44, [44]], [40, []], [37, []], [39, []], [41, []], [61, [61]]]], [[[16, [1, 35, 5]]], [[16, [16, 13, 57]]], [[64, [64, 68, 89]]], [[11, [11]]], [[73, [73, 78, 54]]], [[96, [96, 80]]], [[4, [4, 3]]], [[43, [66, 43]]], [[91, [91, 33, 67]]], [[80, [49, 29]]], [[94, [94]]], [[72, [93, 26]]], [[72, [72, 22]]], [[84, [84, 63, 76]]], [[69, [69, 99]]], [[24, [24, 59, 10]]], [[10, [75, 46, 53]]], [[10, [97, 58]]], [[56, [36, 85, 50]]], [[70, [70, 7, 79]]], [[56, [56, 28]]], [[2, [2, 55]]], [[7, [83, 14]]], [[74, [74, 18, 87]]], [[38, [38, 71]]], [[65, [65, 47]]], [[65, [100, 17]]], [[8, [8, 20, 45, 19]]], [[6, [6, 21]]], [[52, [52, 15, 42]]], [[62, [62, 31]]], [[9, [9, 86, 48]]], [[67, [27, 30]]], [[12, [12]]], [[20, [25, 51]]], [[60, [60, 39]]], [[88, [88, 37]]], [[100, [40, 41]]], [[50, [32, 34]]], [[44, [44]]], [[81, [81]]], [[95, [95, 92, 90]]], [[61, [61]]], [[82, [82, 98]]]]];3;3;8
100;RC101_2.dat;1756;[[[[0, [76, 65, 37, 40, 51, 54, 90, 36, 35, 39, 19, 41, 38, 42, 44, 43, 89, 20, 49, 63, 18, 24, 22, 83, 56, 48, 25, 23, 21, 61, 81, 92]], [90, []], [65, []], [83, []], [24, []], [22, []], [20, []], [49, []], [19, []], [48, []], [21, []], [25, []], [23, []], [18, []], [89, []], [76, []], [63, []], [51, []], [56, []], [95, [95]], [92, []], [54, []], [41, []], [39, []], [38, []], [37, []], [36, []], [35, []], [40, []], [43, []], [44, []], [42, []], [61, []], [81, []]], [[0, [74, 75, 58, 77, 79, 97, 73, 10, 1, 71, 72, 87, 13, 59, 78, 14, 17, 16, 70, 7, 6, 11, 100, 47, 2, 8, 3, 53, 69, 45, 46, 96, 94]], [96, []], [94, []], [93, [93]], [71, []], [72, []], [70, []], [100, []], [2, []], [3, []], [1, []], [5, [5, 15, 9, 4]], [4, []], [45, []], [46, []], [8, []], [6, []], [7, []], [79, []], [78, []], [73, []], [14, []], [47, []], [17, []], [16, []], [15, []], [13, []], [9, []], [87, []], [86, [86]], [74, []], [77, []], [58, []], [75, []], [97, []], [59, []], [10, []], [11, []], [12, [12]], [53, []], [69, []]], [[0, [29, 34, 31, 30, 32, 52, 99, 82, 27, 28, 26, 33, 62, 67, 88, 57, 98, 60, 64, 84, 85, 80, 55, 91, 50, 66]], [80, []], [91, []], [67, []], [62, []], [50, []], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [85, []], [84, []], [64, []], [66, []], [57, []], [52, []], [99, []], [82, []], [98, []], [88, []], [60, []], [55, []], [68, [68]]]], [[[68, [68]]], [[93, [93]]], [[5, [5, 4]]], [[5, [15, 9]]], [[95, [95]]], [[86, [86]]], [[12, [12]]]]];3;3;2
100;RC101_2.dat;1595,435864;[[[[0, [15, 73, 16, 6, 70, 17, 47, 8, 14, 7, 68, 79, 61, 81, 2, 38, 39, 98]], [68, []], [70, []], [2, []], [6, []], [7, []], [8, []], [79, []], [73, []], [47, []], [15, []], [16, []], [17, []], [14, []], [98, []], [61, [37]], [39, [40]], [40, []], [37, []], [38, []], [41, [41]], [81, []]], [[0, [96, 53, 43, 55, 46, 87, 10, 1, 67, 54, 62, 76, 35, 72, 78, 93]], [93, []], [94, [94, 69]], [62, []], [63, [63, 89, 5, 4]], [89, []], [76, []], [67, []], [72, []], [71, [71, 44, 36]], [36, []], [35, []], [43, []], [44, []], [42, [42, 3]], [54, []], [96, []], [69, []], [53, []], [60, [60]], [46, []], [4, []], [45, [45]], [5, []], [3, []], [1, []], [100, [100]], [55, [88, 9]], [88, [86, 12, 57]], [78, []], [12, []], [10, []], [9, []], [87, []], [86, []], [57, []], [82, [82]], [90, [90]]], [[0, [75, 97, 77, 18, 11, 33, 56, 99, 13, 19, 22, 59, 84, 83, 64, 49, 24, 31, 66, 58, 91, 29, 23, 80, 26]], [66, []], [83, []], [64, []], [49, []], [24, []], [22, []], [74, [74, 28, 20, 50]], [59, []], [58, []], [75, []], [97, []], [13, []], [11, []], [65, [65, 25, 21]], [99, []], [52, [52, 48]], [77, []], [25, []], [23, []], [21, []], [48, []], [18, []], [19, [30]], [20, []], [56, [32, 34, 27]], [50, []], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [85, [85, 51]], [51, []], [84, []], [95, [95]], [91, []], [92, [92]], [80, []]]], [[[74, [28]]], [[94, [94, 69]]], [[63, [63, 89, 5, 4]]], [[74, [74]]], [[74, [20, 50]]], [[71, [44, 36]]], [[71, [71]]], [[42, [42, 3]]], [[65, [25]]], [[65, [65, 21]]], [[52, [52]]], [[52, [48]]], [[19, [30]]], [[60, [60]]], [[45, [45]]], [[56, [34, 27]]], [[56, [32]]], [[100, [100]]], [[55, [88, 9]]], [[88, [57]]], [[88, [86, 12]]], [[61, [37]]], [[39, [40]]], [[85, [85, 51]]], [[41, [41]]], [[95, [95]]], [[82, [82]]], [[92, [92]]], [[90, [90]]]]];3;3;4
100;RC101_2.dat;1487,012;[[[[0, [80, 26, 72, 33, 31, 66, 69, 24, 23, 76, 89, 63]], [66, []], [24, []], [23, []], [89, []], [76, []], [63, []], [72, []], [71, [71, 18]], [80, [83, 20]], [69, []], [83, [50, 48, 25, 21, 30]], [20, []], [21, []], [25, []], [48, []], [18, []], [51, [51, 34, 95, 27]], [85, [32, 92, 85, 28, 29]], [33, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [34, []], [50, []], [95, []], [92, []]], [[0, []], [16, [16, 57]], [78, [78, 13]], [53, [53]], [57, []], [13, []], [10, [77, 10]], [87, [87, 22]], [77, []], [19, [19, 62, 84, 49]], [49, []], [22, []], [56, [56, 93]], [84, []], [62, []], [67, [67, 94, 55, 7]], [93, []], [94, []], [65, [65, 6]], [91, [91]], [81, [81, 8, 90, 70]], [55, []], [6, []], [7, []], [8, []], [60, [60, 12, 86]], [12, []], [86, []], [82, [82, 100]], [90, []], [100, []], [70, []]], [[0, []], [64, [64, 68, 1]], [68, []], [96, [96, 35]], [54, [43, 54, 11, 75, 3, 5, 73, 46, 4]], [35, []], [43, []], [1, []], [3, []], [5, []], [46, []], [2, [2]], [73, []], [79, [79, 14, 97]], [14, [59, 36]], [59, [58, 74]], [97, []], [75, []], [58, []], [74, []], [52, [52, 45]], [99, [99, 38]], [11, []], [15, [15, 17, 47]], [17, []], [47, []], [9, [9, 44, 98, 42]], [98, []], [88, [88, 40]], [4, []], [45, []], [42, []], [44, []], [40, []], [36, []], [37, [37, 41]], [38, []], [39, [39, 61]], [41, []], [61, []]]], [[[64, [1]]], [[16, [16, 57]]], [[64, [64, 68]]], [[96, [96, 35]]], [[54, [43, 54, 11]]], [[78, [78, 13]]], [[53, [53]]], [[54, [3, 5, 73, 4]]], [[54, [75, 46]]], [[2, [2]]], [[10, [77, 10]]], [[87, [87, 22]]], [[19, [19, 84]]], [[19, [62, 49]]], [[79, [79, 14, 97]]], [[14, [59, 36]]], [[56, [56, 93]]], [[67, [94, 55, 7]]], [[59, [58, 74]]], [[67, [67]]], [[71, [71, 18]]], [[65, [65, 6]]], [[80, [83, 20]]], [[52, [52, 45]]], [[99, [99, 38]]], [[91, [91]]], [[81, [90, 70]]], [[81, [81, 8]]], [[15, [15, 17, 47]]], [[83, [25, 30]]], [[83, [50, 48, 21]]], [[9, [9, 44, 98, 42]]], [[60, [60, 12, 86]]], [[88, [88, 40]]], [[51, [51, 34, 95, 27]]], [[85, [85, 28, 29]]], [[85, [32, 92]]], [[37, [37, 41]]], [[82, [82, 100]]], [[39, [39, 61]]]]];3;3;8
100;RC101_2.dat_100;1635;[[[[0, [67, 33, 53, 26, 1, 75]], [53, [31, 89, 5, 11, 4]], [11, []], [10, [10]], [75, []], [59, [59, 97, 93]], [97, []], [73, [73, 62, 68]], [79, [79, 94]], [2, [2]], [5, []], [1, []], [3, [3, 55, 63, 46]], [46, []], [45, [45]], [4, []], [70, [70, 50, 28]], [100, [100]], [61, [61, 85]], [68, []], [55, []], [69, [69]], [90, [90, 30]], [80, [80, 27]], [92, [92, 34, 29, 95]], [67, []], [62, [32]], [50, []], [34, []], [31, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [33, []], [89, []], [63, []], [85, []], [95, []], [94, []], [93, []]], [[0, [23, 77, 58, 21, 17, 20, 22, 7, 78, 8, 47, 87, 6, 24, 14, 16, 64, 99, 57, 13, 91, 56]], [91, []], [56, []], [64, []], [52, [52]], [99, []], [74, [74]], [86, [86, 98]], [57, []], [24, []], [20, []], [22, [25]], [21, []], [23, []], [25, []], [77, []], [58, []], [87, []], [9, [9, 15, 12]], [13, []], [15, []], [16, []], [17, []], [47, []], [14, []], [12, []], [78, []], [60, [60]], [7, []], [8, []], [6, []], [88, [88]], [98, []], [82, [82]]], [[0, [49, 76, 18, 19, 72, 42, 38, 54, 44, 35, 36, 83, 48, 66, 96, 81, 39, 43]], [66, []], [65, [65]], [83, []], [48, []], [18, []], [19, []], [49, []], [76, []], [51, [51]], [84, [84]], [96, []], [54, []], [41, [41]], [42, []], [44, []], [39, []], [38, []], [40, [40]], [43, []], [35, []], [36, []], [37, [37]], [72, []], [71, [71]], [81, []]]], [[[53, [89, 5, 11, 4]]], [[53, [31]]], [[10, [10]]], [[59, [59]]], [[59, [97, 93]]], [[73, [73]]], [[73, [62, 68]]], [[79, [79, 94]]], [[2, [2]]], [[3, [3, 55]]], [[3, [63, 46]]], [[45, [45]]], [[70, [28]]], [[70, [70, 50]]], [[100, [100]]], [[52, [52]]], [[61, [61, 85]]], [[74, [74]]], [[65, [65]]], [[86, [86, 98]]], [[69, [69]]], [[90, [90]]], [[90, [30]]], [[22, [25]]], [[80, [80]]], [[80, [27]]], [[92, [92]]], [[92, [34, 29, 95]]], [[51, [51]]], [[62, [32]]], [[84, [84]]], [[41, [41]]], [[9, [9, 15, 12]]], [[40, [40]]], [[60, [60]]], [[37, [37]]], [[88, [88]]], [[71, [71]]], [[82, [82]]]]];3;3;4
100;RC101_3.dat;2313;[[[[0, [41, 40, 43, 45, 6, 2, 88, 82, 95, 39, 38, 98, 44, 91, 42, 66, 35, 36, 37]], [61, [61, 56]], [41, []], [39, []], [38, []], [37, []], [35, []], [36, []], [40, []], [43, []], [44, []], [42, []], [45, []], [6, []], [2, []], [88, []], [98, []], [82, []], [91, []], [95, []], [56, []], [66, []]], [[0, [68, 55, 60, 78, 12, 17, 13, 9, 86, 57, 85, 51, 48, 18, 23, 84, 50, 67, 94, 21, 96, 81, 16, 15, 47]], [68, []], [55, []], [60, []], [78, []], [12, []], [47, []], [17, []], [16, []], [15, []], [13, []], [9, []], [86, []], [57, [25]], [25, []], [23, []], [21, []], [48, []], [18, []], [51, []], [85, []], [84, []], [50, []], [67, []], [92, [92, 54]], [94, []], [96, []], [54, []], [81, []]], [[0, [53, 79, 63, 76, 75, 73, 11, 33, 14, 7, 97, 28, 26, 99, 59, 3, 1, 83, 89, 31, 62, 69, 22, 24, 19, 93, 72]], [69, []], [53, []], [74, [74, 77, 58, 29]], [59, []], [97, []], [75, []], [77, []], [58, []], [87, [87, 46]], [10, [64, 10]], [11, []], [14, []], [73, []], [79, []], [7, []], [8, [8]], [46, []], [4, [4]], [5, [5]], [3, []], [1, []], [100, [100]], [70, [70, 90, 80]], [90, []], [65, [65]], [99, []], [52, [52, 27]], [83, []], [64, []], [20, [20]], [24, []], [22, []], [19, []], [49, [49]], [76, []], [89, []], [63, [34, 32, 30]], [33, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [34, []], [62, []], [71, [71]], [72, []], [93, []], [80, []]]], [[[74, [77, 29]]], [[74, [74, 58]]], [[87, [87, 46]]], [[10, [64, 10]]], [[8, [8]]], [[4, [4]]], [[5, [5]]], [[100, [100]]], [[70, [70]]], [[70, [90, 80]]], [[61, [61, 56]]], [[65, [65]]], [[52, [52]]], [[52, [27]]], [[20, [20]]], [[49, [49]]], [[57, [25]]], [[63, [34]]], [[63, [32, 30]]], [[71, [71]]], [[92, [92, 54]]]]];3;3;2
